DATE,GAME_ID,SEASON,TEAM,TEAM_LVL,PLAYER_ID,START_POSITION,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2019-10-06,11900010,2019,Boston,중위팀,202330,F,22.4,4,10,0.4,1,4,0.25,0,0,0.0,0,3.0,3,3,1,0,0,1,9,-11
2019-10-06,11900010,2019,Boston,중위팀,1629622,SUB,7.9,0,1,0.0,0,0,0.0,0,0,0.0,1,0.0,1,2,0,1,0,0,0,0
2019-10-06,11900010,2019,Boston,중위팀,1629682,SUB,9.233333333333333,0,3,0.0,0,1,0.0,1,2,0.5,0,1.0,1,2,1,1,1,0,1,4
2019-10-06,11900010,2019,Boston,중위팀,1629750,SUB,10.9,7,7,1.0,1,1,1.0,0,0,0.0,1,3.0,4,1,0,0,0,0,15,5
2019-10-06,11900010,2019,Boston,중위팀,1629738,SUB,5.716666666666667,0,0,0.0,0,0,0.0,0,0,0.0,1,0.0,1,0,1,0,0,0,0,0
2019-10-06,11900010,2019,Boston,중위팀,1629035,SUB,17.916666666666668,4,9,0.444,3,6,0.5,0,0,0.0,0,1.0,1,1,1,1,2,1,11,11
2019-10-06,11900010,2019,Boston,중위팀,1629684,SUB,18.283333333333335,2,7,0.286,0,3,0.0,1,2,0.5,3,6.0,9,2,1,1,2,5,5,14
2019-10-06,11900010,2019,Boston,중위팀,1629605,SUB,8.25,2,3,0.667,0,0,0.0,1,2,0.5,1,2.0,3,0,0,2,2,2,5,5
2019-10-06,11900010,2019,Boston,중위팀,1628400,SUB,14.75,1,6,0.1669999999999999,0,3,0.0,0,0,0.0,1,2.0,3,0,0,0,2,0,2,1
2019-10-06,11900010,2019,Boston,중위팀,203935,SUB,20.866666666666667,0,4,0.0,0,3,0.0,0,0,0.0,0,1.0,1,1,0,1,3,1,0,2
2019-10-06,11900010,2019,Boston,중위팀,202683,SUB,20.233333333333334,4,4,1.0,0,0,0.0,3,5,0.6,1,3.0,4,1,0,1,2,0,11,1
2019-10-06,11900010,2019,Boston,중위팀,202689,G,20.733333333333334,3,7,0.429,2,5,0.4,4,4,1.0,0,0.0,0,4,1,0,1,1,12,-12
2019-10-06,11900010,2019,Boston,중위팀,1627759,G,15.633333333333333,2,6,0.3329999999999999,0,1,0.0,2,2,1.0,1,2.0,3,1,1,0,2,0,6,-10
2019-10-06,11900010,2019,Boston,중위팀,202954,SUB,13.6,2,5,0.4,0,0,0.0,4,4,1.0,0,1.0,1,3,0,0,1,4,8,3
2019-10-06,11900010,2019,Boston,중위팀,1629057,C,10.116666666666667,1,1,1.0,0,0,0.0,0,0,0.0,0,2.0,2,1,0,2,2,3,2,-3
2019-10-07,11900014,2019,New York,중위팀,203901,G,25.066666666666666,2,5,0.4,1,1,1.0,0,0,0.0,0,2.0,2,5,2,0,2,2,5,-11
2019-10-07,11900014,2019,New York,중위팀,1629628,G,39.333333333333336,6,13,0.462,2,6,0.3329999999999999,3,5,0.6,1,6.0,7,3,0,0,2,1,17,0
2019-10-07,11900014,2019,New York,중위팀,1629011,C,28.55,2,7,0.286,0,0,0.0,1,2,0.5,4,3.0,7,1,1,4,0,3,5,-11
2019-10-07,11900014,2019,New York,중위팀,203944,F,26.816666666666666,5,12,0.417,1,3,0.3329999999999999,0,1,0.0,0,7.0,7,7,1,0,3,3,11,-4
2019-10-07,11900013,2019,Detroit,하위팀,1629743,SUB,4.066666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,-11
2019-10-07,11900013,2019,Detroit,하위팀,1629648,SUB,2.6333333333333333,0,1,0.0,0,1,0.0,1,2,0.5,0,0.0,0,0,0,0,1,1,1,-13
2019-10-07,11900013,2019,Detroit,하위팀,1629017,SUB,5.766666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,0,0,1,0,0,-10
2019-10-07,11900013,2019,Detroit,하위팀,1629635,SUB,9.45,1,6,0.1669999999999999,1,4,0.25,0,2,0.0,1,2.0,3,0,0,0,0,1,3,-11
2019-10-07,11900014,2019,New York,중위팀,1628995,SUB,29.35,5,12,0.417,2,6,0.3329999999999999,0,0,0.0,0,7.0,7,1,1,0,1,2,12,1
2019-10-07,11900014,2019,New York,중위팀,202694,F,18.566666666666666,6,12,0.5,3,4,0.75,2,2,1.0,2,5.0,7,2,0,0,1,4,17,5
2019-10-07,11900014,2019,New York,중위팀,1628373,SUB,22.933333333333334,3,10,0.3,1,4,0.25,2,2,1.0,0,5.0,5,3,0,1,2,2,9,16
2019-10-07,11900014,2019,Washington,중위팀,202397,G,20.7,2,6,0.3329999999999999,0,0,0.0,0,0,0.0,0,4.0,4,5,0,1,0,3,4,11
2019-10-07,11900014,2019,New York,중위팀,201961,SUB,22.316666666666666,4,9,0.444,3,7,0.429,1,2,0.5,0,3.0,3,1,0,0,1,1,12,9
2019-10-07,11900014,2019,New York,중위팀,1629019,SUB,7.616666666666667,0,2,0.0,0,0,0.0,0,0,0.0,0,1.0,1,0,0,0,0,1,0,4
2019-10-07,11900014,2019,Washington,중위팀,1626147,F,19.7,2,5,0.4,2,5,0.4,3,4,0.75,0,3.0,3,1,0,0,1,1,9,2
2019-10-07,11900014,2019,Washington,중위팀,1629060,F,21.166666666666668,4,8,0.5,1,1,1.0,3,4,0.75,1,3.0,4,2,0,0,0,2,12,6
2019-10-07,11900014,2019,Washington,중위팀,1628418,C,27.3,5,10,0.5,0,3,0.0,4,4,1.0,2,12.0,14,2,1,2,3,1,14,6
2019-10-07,11900014,2019,Washington,중위팀,203078,G,16.166666666666668,2,10,0.2,1,4,0.25,0,0,0.0,1,1.0,2,4,1,0,2,0,5,-5
2019-10-07,11900013,2019,Detroit,하위팀,204025,SUB,9.366666666666667,0,2,0.0,0,1,0.0,0,0,0.0,1,2.0,3,4,1,0,2,0,0,2
2019-10-07,11900014,2019,Washington,중위팀,1629678,SUB,19.016666666666666,0,6,0.0,0,4,0.0,0,0,0.0,1,5.0,6,1,0,0,2,4,0,-17
2019-10-07,11900014,2019,Washington,중위팀,1629620,SUB,20.9,1,6,0.1669999999999999,1,3,0.3329999999999999,3,4,0.75,0,0.0,0,4,0,0,1,1,6,-26
2019-10-07,11900014,2019,Washington,중위팀,202722,SUB,19.433333333333334,3,10,0.3,3,9,0.3329999999999999,0,0,0.0,1,3.0,4,1,1,1,0,0,9,-12
2019-10-07,11900014,2019,Washington,중위팀,203895,SUB,20.866666666666667,5,11,0.455,1,4,0.25,1,1,1.0,0,3.0,3,0,0,3,0,1,12,2
2019-10-07,11900014,2019,Washington,중위팀,1629021,SUB,23.583333333333332,5,14,0.357,1,7,0.143,5,7,0.7140000000000001,2,2.0,4,1,0,0,0,4,16,-17
2019-10-07,11900014,2019,New York,중위팀,201959,SUB,19.45,5,9,0.556,2,4,0.5,4,5,0.8,1,8.0,9,2,0,0,3,4,16,16
2019-10-07,11900013,2019,Detroit,하위팀,1629004,SUB,14.85,3,8,0.375,2,5,0.4,0,0,0.0,1,2.0,3,1,0,0,1,0,8,6
2019-10-07,11900013,2019,Detroit,하위팀,202704,G,21.483333333333334,2,12,0.1669999999999999,1,5,0.2,0,0,0.0,0,2.0,2,2,0,0,1,2,5,-1
2019-10-07,11900013,2019,Detroit,하위팀,2207,SUB,8.133333333333333,0,2,0.0,0,0,0.0,0,0,0.0,0,2.0,2,1,0,0,1,0,0,-5
2019-10-07,11900014,2019,Washington,중위팀,1629726,SUB,14.483333333333333,3,5,0.6,2,4,0.5,0,0,0.0,0,3.0,3,1,0,0,0,2,8,1
2019-10-07,11900013,2019,Orlando,하위팀,1628371,F,29.0,6,12,0.5,2,5,0.4,2,2,1.0,2,5.0,7,5,2,1,0,2,16,18
2019-10-07,11900013,2019,Orlando,하위팀,203932,F,25.433333333333334,10,17,0.588,3,7,0.429,2,5,0.4,1,7.0,8,2,0,0,3,2,25,22
2019-10-07,11900013,2019,Orlando,하위팀,202696,C,21.4,4,10,0.4,1,3,0.3329999999999999,1,2,0.5,2,8.0,10,2,0,1,1,6,10,8
2019-10-07,11900013,2019,Orlando,하위팀,203095,G,20.966666666666665,2,7,0.286,1,2,0.5,0,0,0.0,0,2.0,2,3,2,0,0,1,5,15
2019-10-07,11900013,2019,Orlando,하위팀,201571,G,22.666666666666668,2,7,0.286,2,5,0.4,0,0,0.0,0,1.0,1,3,1,0,2,0,6,15
2019-10-07,11900013,2019,Orlando,하위팀,203487,SUB,14.35,1,2,0.5,0,0,0.0,0,0,0.0,0,1.0,1,3,0,1,0,3,2,3
2019-10-07,11900013,2019,Orlando,하위팀,1628365,SUB,21.0,4,10,0.4,0,1,0.0,0,0,0.0,2,2.0,4,7,1,0,4,1,8,-1
2019-10-07,11900013,2019,Orlando,하위팀,202329,SUB,20.266666666666666,3,6,0.5,1,1,1.0,0,0,0.0,0,5.0,5,0,0,0,1,1,7,-6
2019-10-07,11900013,2019,Orlando,하위팀,1628964,SUB,16.25,5,9,0.556,3,5,0.6,0,0,0.0,1,7.0,8,0,0,2,0,3,13,0
2019-10-07,11900013,2019,Orlando,하위팀,203082,SUB,8.4,3,6,0.5,0,1,0.0,3,4,0.75,0,0.0,0,0,0,0,0,0,9,-6
2019-10-07,11900013,2019,Orlando,하위팀,1628982,SUB,11.25,1,2,0.5,1,1,1.0,0,0,0.0,0,1.0,1,1,0,0,0,2,3,6
2019-10-07,11900013,2019,Orlando,하위팀,1628518,SUB,10.35,3,4,0.75,0,0,0.0,0,0,0.0,2,3.0,5,2,0,0,0,1,6,16
2019-10-07,11900013,2019,Orlando,하위팀,1629610,SUB,7.866666666666667,0,4,0.0,0,2,0.0,0,0,0.0,0,2.0,2,1,2,0,1,1,0,10
2019-10-07,11900013,2019,Orlando,하위팀,203705,SUB,5.766666666666667,1,2,0.5,1,1,1.0,2,2,1.0,0,1.0,1,3,0,0,0,1,5,10
2019-10-07,11900013,2019,Orlando,하위팀,1629353,SUB,5.033333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,2.0,2,0,0,0,0,0,0,10
2019-10-07,11900013,2019,Detroit,하위팀,203503,F,18.1,3,7,0.429,1,3,0.3329999999999999,0,0,0.0,1,2.0,3,1,1,1,1,1,7,-14
2019-10-07,11900013,2019,Detroit,하위팀,201933,F,14.033333333333333,1,4,0.25,1,2,0.5,0,0,0.0,0,0.0,0,5,0,0,3,2,3,-3
2019-10-07,11900013,2019,Detroit,하위팀,203083,C,20.166666666666668,5,10,0.5,0,1,0.0,4,8,0.5,4,5.0,9,0,1,1,0,1,14,-16
2019-10-07,11900013,2019,Detroit,하위팀,1628971,G,18.2,2,3,0.667,0,1,0.0,0,0,0.0,0,5.0,5,2,0,0,3,3,4,0
2019-10-07,11900013,2019,Detroit,하위팀,1628379,SUB,20.35,2,8,0.25,2,6,0.3329999999999999,0,0,0.0,0,1.0,1,0,0,0,0,0,6,-13
2019-10-07,11900013,2019,Detroit,하위팀,201565,SUB,14.516666666666667,3,8,0.375,0,1,0.0,4,4,1.0,0,3.0,3,4,0,0,2,0,10,-12
2019-10-07,11900013,2019,Detroit,하위팀,202693,SUB,13.833333333333334,1,4,0.25,0,2,0.0,0,0,0.0,0,5.0,5,0,0,0,3,4,2,-5
2019-10-07,11900013,2019,Detroit,하위팀,204038,SUB,9.283333333333333,1,4,0.25,1,3,0.3329999999999999,0,0,0.0,0,2.0,2,1,0,0,0,1,3,-6
2019-10-07,11900013,2019,Detroit,하위팀,1627748,SUB,16.4,1,2,0.5,0,1,0.0,4,4,1.0,2,2.0,4,0,1,0,0,0,6,-1
2019-10-07,11900013,2019,Detroit,하위팀,1626174,SUB,19.366666666666667,6,10,0.6,1,1,1.0,6,7,0.857,1,7.0,8,0,0,1,0,0,19,-7
2019-10-07,11900014,2019,Washington,중위팀,1629185,SUB,6.016666666666667,0,0,0.0,0,0,0.0,0,0,0.0,1,1.0,2,0,0,1,1,1,0,10
2019-10-07,11900016,2019,Milwaukee,상위팀,1626192,SUB,16.9,3,5,0.6,2,4,0.5,0,0,0.0,1,2.0,3,3,1,0,1,0,8,-4
2019-10-07,11900014,2019,Washington,중위팀,1629595,SUB,5.333333333333333,2,6,0.3329999999999999,0,3,0.0,0,0,0.0,0,1.0,1,1,0,0,0,1,4,7
2019-10-07,11900016,2019,Milwaukee,상위팀,1628425,F,23.183333333333334,4,6,0.667,2,3,0.667,2,2,1.0,1,8.0,9,0,0,1,4,3,12,13
2019-10-07,11900016,2019,Milwaukee,상위팀,201572,F,18.583333333333332,4,7,0.5710000000000001,3,6,0.5,2,2,1.0,0,5.0,5,3,1,1,3,3,13,17
2019-10-07,11900016,2019,Milwaukee,상위팀,201577,C,18.9,6,10,0.6,1,3,0.3329999999999999,1,1,1.0,1,4.0,5,0,0,3,1,0,14,20
2019-10-07,11900016,2019,Milwaukee,상위팀,202083,G,21.066666666666666,4,9,0.444,1,5,0.2,1,1,1.0,0,4.0,4,2,1,0,1,1,10,20
2019-10-07,11900016,2019,Milwaukee,상위팀,1628412,G,26.85,5,9,0.556,0,1,0.0,4,4,1.0,0,3.0,3,6,4,0,2,4,14,10
2019-10-07,11900016,2019,Milwaukee,상위팀,1629121,SUB,16.583333333333332,2,7,0.286,2,4,0.5,0,0,0.0,0,4.0,4,1,0,0,2,4,6,4
2019-10-07,11900016,2019,Milwaukee,상위팀,1627733,SUB,17.983333333333334,5,9,0.556,1,4,0.25,1,1,1.0,3,4.0,7,2,0,1,0,6,12,-5
2019-10-07,11900016,2019,Milwaukee,상위팀,1628978,SUB,19.733333333333334,1,8,0.125,1,5,0.2,4,4,1.0,0,4.0,4,1,1,0,4,4,7,-13
2019-10-07,11900016,2019,Milwaukee,상위팀,203648,SUB,19.85,3,7,0.429,1,3,0.3329999999999999,2,6,0.3329999999999999,4,6.0,10,3,1,1,2,0,9,-4
2019-10-07,11900016,2019,Milwaukee,상위팀,1629244,SUB,18.15,1,5,0.2,1,5,0.2,2,2,1.0,0,2.0,2,2,0,2,3,2,5,-4
2019-10-07,11900016,2019,Milwaukee,상위팀,1629730,SUB,11.6,2,3,0.667,1,1,1.0,0,0,0.0,0,0.0,0,0,1,0,2,1,5,-2
2019-10-07,11900016,2019,Milwaukee,상위팀,1629612,SUB,10.616666666666667,2,3,0.667,1,2,0.5,2,2,1.0,1,2.0,3,1,1,0,0,1,7,-2
2019-10-07,11900016,2019,Chicago,중위팀,203490,F,16.816666666666666,2,7,0.286,0,3,0.0,1,2,0.5,0,0.0,0,2,1,0,0,1,5,-14
2019-10-07,11900016,2019,Chicago,중위팀,1628374,F,22.5,5,12,0.417,4,8,0.5,0,0,0.0,0,5.0,5,2,0,0,0,1,14,-8
2019-10-07,11900016,2019,Chicago,중위팀,203897,G,22.366666666666667,5,13,0.385,3,6,0.5,3,6,0.5,2,4.0,6,5,1,0,3,2,16,-12
2019-10-07,11900016,2019,Chicago,중위팀,1627739,G,23.883333333333333,5,8,0.625,1,2,0.5,0,0,0.0,0,3.0,3,3,3,0,1,2,11,-6
2019-10-07,11900016,2019,Chicago,중위팀,201152,SUB,19.133333333333333,2,8,0.25,0,3,0.0,0,0,0.0,1,2.0,3,3,1,1,2,0,4,2
2019-10-07,11900016,2019,Chicago,중위팀,203107,SUB,22.166666666666668,1,6,0.1669999999999999,0,0,0.0,0,0,0.0,6,1.0,7,3,5,0,1,0,2,3
2019-10-07,11900016,2019,Chicago,중위팀,1629632,SUB,25.266666666666666,3,10,0.3,1,3,0.3329999999999999,5,8,0.625,1,1.0,2,1,1,0,2,2,12,-8
2019-10-07,11900016,2019,Chicago,중위팀,1629655,SUB,17.533333333333335,3,6,0.5,0,0,0.0,6,8,0.75,4,1.0,5,0,0,3,0,5,12,1
2019-10-07,11900016,2019,Chicago,중위팀,1627756,SUB,19.45,3,12,0.25,2,7,0.286,3,4,0.75,0,5.0,5,1,2,0,1,1,11,-3
2019-10-07,11900016,2019,Chicago,중위팀,1627853,SUB,17.916666666666668,2,4,0.5,1,3,0.3329999999999999,3,3,1.0,0,3.0,3,2,1,0,1,0,8,4
2019-10-07,11900016,2019,Chicago,중위팀,1629690,SUB,12.0,1,5,0.2,0,3,0.0,3,4,0.75,0,0.0,0,1,0,0,1,3,5,1
2019-10-07,11900016,2019,Chicago,중위팀,1629779,SUB,4.4,3,4,0.75,0,0,0.0,0,0,0.0,0,2.0,2,0,0,0,0,0,6,-3
2019-10-07,11900014,2019,Washington,중위팀,1629203,SUB,5.333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,1,3.0,4,3,0,0,0,0,0,7
2019-10-07,11900015,2019,Atlanta,중위팀,1629094,SUB,4.916666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,3.0,3,0,0,0,0,0,0,3
2019-10-07,11900015,2019,Atlanta,중위팀,1629717,SUB,7.6,1,4,0.25,1,3,0.3329999999999999,0,0,0.0,0,1.0,1,2,0,0,1,1,3,-1
2019-10-07,11900016,2019,Chicago,중위팀,1626245,C,16.566666666666666,2,3,0.667,0,0,0.0,2,3,0.667,1,3.0,4,1,0,1,0,0,6,-7
2019-10-07,11900015,2019,Atlanta,중위팀,1628981,SUB,12.2,1,2,0.5,0,0,0.0,1,2,0.5,0,2.0,2,1,0,3,4,3,3,-8
2019-10-07,11900015,2019,New Orleans,중위팀,1627742,F,23.033333333333335,6,12,0.5,2,4,0.5,5,6,0.833,1,5.0,6,1,1,0,3,3,19,14
2019-10-07,11900015,2019,Atlanta,중위팀,1628769,SUB,9.233333333333333,0,4,0.0,0,1,0.0,1,2,0.5,1,0.0,1,1,0,0,1,1,1,-3
2019-10-07,11900015,2019,New Orleans,중위팀,1629627,F,27.816666666666666,6,13,0.462,0,2,0.0,4,7,0.5710000000000001,1,6.0,7,3,3,0,4,2,16,18
2019-10-07,11900015,2019,New Orleans,중위팀,202324,C,8.25,1,1,1.0,0,0,0.0,0,0,0.0,1,1.0,2,0,0,1,0,2,2,-2
2019-10-07,11900015,2019,New Orleans,중위팀,1628366,G,25.2,3,10,0.3,3,8,0.375,0,0,0.0,1,4.0,5,7,0,1,1,1,9,16
2019-10-07,11900015,2019,New Orleans,중위팀,201950,G,18.3,7,9,0.778,3,5,0.6,4,4,1.0,0,1.0,1,3,1,2,1,1,21,16
2019-10-07,11900015,2019,New Orleans,중위팀,202734,SUB,8.383333333333333,2,5,0.4,1,2,0.5,0,0,0.0,0,2.0,2,1,0,0,0,0,5,-4
2019-10-07,11900015,2019,New Orleans,중위팀,200755,SUB,12.716666666666667,2,7,0.286,1,2,0.5,2,2,1.0,0,1.0,1,1,0,0,0,0,7,6
2019-10-07,11900015,2019,New Orleans,중위팀,1626143,SUB,14.766666666666667,4,6,0.667,0,0,0.0,3,4,0.75,5,1.0,6,3,1,0,2,3,11,0
2019-10-07,11900015,2019,New Orleans,중위팀,1629026,SUB,23.733333333333334,1,3,0.3329999999999999,1,3,0.3329999999999999,0,0,0.0,1,4.0,5,1,1,2,3,3,3,10
2019-10-07,11900015,2019,New Orleans,중위팀,1629740,SUB,22.316666666666666,4,12,0.3329999999999999,1,6,0.1669999999999999,2,2,1.0,2,6.0,8,4,2,0,1,1,11,29
2019-10-07,11900015,2019,New Orleans,중위팀,1628402,SUB,16.383333333333333,2,6,0.3329999999999999,1,4,0.25,4,4,1.0,0,2.0,2,0,0,0,1,2,9,7
2019-10-07,11900015,2019,New Orleans,중위팀,1629638,SUB,15.2,5,10,0.5,2,5,0.4,0,0,0.0,1,1.0,2,1,2,0,4,0,12,6
2019-10-07,11900015,2019,New Orleans,중위팀,1628404,SUB,16.316666666666666,2,5,0.4,2,4,0.5,0,0,0.0,0,2.0,2,0,1,0,0,4,6,10
2019-10-07,11900015,2019,New Orleans,중위팀,1629597,SUB,2.6666666666666665,0,0,0.0,0,0,0.0,0,0,0.0,1,1.0,2,0,0,1,0,0,0,-3
2019-10-07,11900015,2019,Atlanta,중위팀,203458,SUB,15.216666666666667,4,6,0.667,2,4,0.5,4,5,0.8,0,3.0,3,0,0,0,0,2,14,-3
2019-10-07,11900015,2019,Atlanta,중위팀,1629718,SUB,24.716666666666665,4,8,0.5,1,4,0.25,2,2,1.0,2,3.0,5,0,1,1,3,2,11,-10
2019-10-07,11900015,2019,New Orleans,중위팀,1629637,SUB,4.916666666666667,1,2,0.5,0,0,0.0,0,0,0.0,1,2.0,3,0,0,0,0,0,2,-3
2019-10-07,11900015,2019,Atlanta,중위팀,203953,SUB,22.9,4,9,0.444,1,4,0.25,1,1,1.0,1,4.0,5,1,1,0,2,3,10,-13
2019-10-07,11900015,2019,Atlanta,중위팀,1713,SUB,15.566666666666666,2,5,0.4,1,4,0.25,0,0,0.0,0,3.0,3,2,0,0,1,2,5,-11
2019-10-07,11900015,2019,Atlanta,중위팀,1629027,G,26.2,4,10,0.4,1,6,0.1669999999999999,0,0,0.0,0,4.0,4,11,0,0,8,4,9,-15
2019-10-07,11900015,2019,Atlanta,중위팀,1629629,SUB,15.05,4,7,0.5710000000000001,3,4,0.75,0,0,0.0,0,2.0,2,1,0,0,1,1,11,-19
2019-10-07,11900015,2019,Atlanta,중위팀,1627761,G,20.8,6,11,0.545,1,2,0.5,3,6,0.5,1,2.0,3,3,2,2,2,3,16,-1
2019-10-07,11900015,2019,Atlanta,중위팀,1627745,C,19.083333333333332,1,2,0.5,0,1,0.0,1,3,0.3329999999999999,1,4.0,5,1,0,2,1,3,3,-13
2019-10-07,11900015,2019,Atlanta,중위팀,1628381,F,21.683333333333334,5,12,0.417,1,3,0.3329999999999999,2,3,0.667,3,2.0,5,1,0,1,2,2,13,-14
2019-10-07,11900015,2019,Atlanta,중위팀,1629631,F,24.833333333333332,4,6,0.667,2,4,0.5,0,0,0.0,0,2.0,2,2,1,0,3,2,10,-12
2019-10-08,11900019,2019,Miami,상위팀,1627884,SUB,26.683333333333334,4,8,0.5,0,2,0.0,3,4,0.75,1,3.0,4,0,1,0,0,1,11,28
2019-10-08,11900019,2019,Miami,상위팀,202710,G,23.883333333333333,4,8,0.5,1,3,0.3329999999999999,1,2,0.5,0,3.0,3,5,1,0,1,0,10,-6
2019-10-08,11900019,2019,Miami,상위팀,203079,SUB,19.916666666666668,3,8,0.375,1,3,0.3329999999999999,0,0,0.0,0,0.0,0,4,1,0,3,1,7,24
2019-10-08,11900019,2019,Miami,상위팀,201609,SUB,20.033333333333335,3,4,0.75,2,2,1.0,0,0,0.0,0,3.0,3,4,0,0,3,1,8,20
2019-10-08,11900019,2019,Miami,상위팀,1629735,SUB,14.016666666666667,6,8,0.75,0,0,0.0,4,5,0.8,3,6.0,9,0,2,2,0,2,16,11
2019-10-08,11900019,2019,Miami,상위팀,1629639,SUB,24.466666666666665,7,13,0.5379999999999999,2,5,0.4,2,2,1.0,0,3.0,3,3,1,1,1,1,18,29
2019-10-08,11900019,2019,Miami,상위팀,1626159,G,23.983333333333334,5,13,0.385,0,4,0.0,1,2,0.5,0,4.0,4,3,0,0,4,2,11,-2
2019-10-08,11900019,2019,San Antonio,중위팀,1629756,SUB,3.9333333333333336,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,1
2019-10-08,11900019,2019,Miami,상위팀,1628389,F,22.716666666666665,4,8,0.5,0,0,0.0,6,6,1.0,2,6.0,8,1,0,2,2,4,14,3
2019-10-08,11900019,2019,Miami,상위팀,1629130,F,19.35,1,7,0.143,1,7,0.143,0,0,0.0,0,3.0,3,0,1,0,0,3,3,-8
2019-10-08,11900019,2019,San Antonio,중위팀,1629640,SUB,4.4,2,2,1.0,0,0,0.0,1,1,1.0,0,1.0,1,0,0,0,1,0,5,0
2019-10-08,11900019,2019,San Antonio,중위팀,1629683,SUB,8.05,1,3,0.3329999999999999,0,1,0.0,0,0,0.0,1,2.0,3,1,1,0,1,1,2,2
2019-10-08,11900019,2019,San Antonio,중위팀,1629664,SUB,9.05,1,1,1.0,0,0,0.0,3,3,1.0,0,1.0,1,0,0,1,0,1,5,0
2019-10-08,11900019,2019,Miami,상위팀,1629134,SUB,7.316666666666666,1,4,0.25,0,2,0.0,0,0,0.0,0,1.0,1,4,1,0,0,1,2,-3
2019-10-08,11900019,2019,San Antonio,중위팀,1629234,SUB,8.05,1,3,0.3329999999999999,0,0,0.0,4,4,1.0,1,2.0,3,1,0,0,0,0,6,2
2019-10-08,11900019,2019,Miami,상위팀,203086,C,24.183333333333334,2,5,0.4,1,3,0.3329999999999999,0,0,0.0,1,10.0,11,1,0,0,1,3,5,-1
2019-10-08,11900019,2019,Miami,상위팀,1629133,SUB,5.066666666666666,0,2,0.0,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,-2
2019-10-08,11900021,2019,Dallas,중위팀,1629729,SUB,24.116666666666667,3,10,0.3,2,6,0.3329999999999999,0,0,0.0,1,2.0,3,2,1,0,3,3,8,-9
2019-10-08,11900019,2019,Miami,상위팀,1628539,SUB,3.3166666666666664,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,-1
2019-10-08,11900021,2019,Dallas,중위팀,1629819,SUB,16.5,3,4,0.75,0,1,0.0,1,2,0.5,0,1.0,1,0,2,0,1,4,7,-7
2019-10-08,11900019,2019,San Antonio,중위팀,1629002,SUB,8.85,0,3,0.0,0,0,0.0,0,0,0.0,1,2.0,3,0,0,0,0,1,0,-15
2019-10-08,11900021,2019,Dallas,중위팀,1629676,SUB,16.5,1,6,0.1669999999999999,0,2,0.0,0,2,0.0,1,5.0,6,3,1,2,1,1,2,-7
2019-10-08,11900021,2019,Dallas,중위팀,1629751,SUB,19.5,2,9,0.222,2,8,0.25,2,3,0.667,0,1.0,1,0,0,1,1,4,8,-11
2019-10-08,11900021,2019,Dallas,중위팀,201584,SUB,16.533333333333335,2,8,0.25,1,5,0.2,2,4,0.5,1,2.0,3,1,0,0,1,1,7,-6
2019-10-08,11900021,2019,Dallas,중위팀,1628499,SUB,19.466666666666665,2,10,0.2,1,3,0.3329999999999999,4,6,0.667,2,5.0,7,2,1,0,0,3,9,-9
2019-10-08,11900021,2019,Dallas,중위팀,1629151,SUB,20.466666666666665,0,2,0.0,0,1,0.0,2,2,1.0,4,6.0,10,2,1,0,1,4,2,-10
2019-10-08,11900021,2019,Dallas,중위팀,203552,SUB,9.083333333333334,1,2,0.5,1,2,0.5,0,0,0.0,1,0.0,1,1,0,0,0,0,3,-3
2019-10-08,11900021,2019,Dallas,중위팀,1628973,SUB,13.133333333333333,3,7,0.429,0,3,0.0,4,4,1.0,0,0.0,0,5,1,0,1,1,10,4
2019-10-08,11900021,2019,Dallas,중위팀,1626246,SUB,9.1,2,4,0.5,1,2,0.5,2,2,1.0,2,1.0,3,2,0,0,1,0,7,-7
2019-10-08,11900021,2019,Dallas,중위팀,203501,G,14.916666666666666,1,7,0.143,1,4,0.25,0,0,0.0,0,1.0,1,1,1,0,0,2,3,-1
2019-10-08,11900021,2019,Dallas,중위팀,1626153,G,10.866666666666667,1,3,0.3329999999999999,0,1,0.0,0,0,0.0,0,1.0,1,1,1,1,0,0,2,-8
2019-10-08,11900021,2019,Dallas,중위팀,1628467,C,14.9,5,9,0.556,2,5,0.4,2,2,1.0,0,1.0,1,0,1,2,0,1,14,3
2019-10-08,11900021,2019,Dallas,중위팀,1627827,F,14.916666666666666,1,2,0.5,0,1,0.0,4,4,1.0,0,2.0,2,1,0,0,1,1,6,-1
2019-10-08,11900021,2019,Dallas,중위팀,1628382,F,14.916666666666666,6,8,0.75,2,4,0.5,0,0,0.0,0,1.0,1,1,0,0,0,2,14,-1
2019-10-08,11900019,2019,Miami,상위팀,1629644,SUB,5.066666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,2,-2
